project_id,git_url,repo_name,owner_repo,repo_path,size,Name,Bytes,CodeBytes,Lines,Code,Comment,Blank,Complexity,Count,WeightedComplexity,Files,others,acl,androidlog,jul,log4j,log4j2,logback,slf4j,is_general,general_lus
31061087,https://api.github.com/repos/dangdangdotcom/sharding-jdbc,sharding-jdbc,dangdangdotcom/sharding-jdbc,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/dangdangdotcom_sharding-jdbc.tar.gz,large,Java,7939386,0,184670,105614,54403,24653,0,2499,0,[],io.netty.handler.logging.logginghandler;io.netty.handler.logging.loglevel;org.apache.shardingsphere.core.route.sqllogger,False,False,True,False,False,False,True,True,"['jul', 'slf4j']"
3111449,https://api.github.com/repos/LSTS/neptus,neptus,LSTS/neptus,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/LSTS_neptus.tar.gz,large,Java,15897491,0,440399,277294,107343,55762,0,1701,0,[],pt.lsts.imc.loggingcontrol;pt.lsts.imc.lsf.lsfmessagelogger,False,False,True,True,False,False,True,True,"['jul', 'log4j', 'slf4j']"
31164762,https://api.github.com/repos/ENGYS/HELYX-OS,HELYX-OS,ENGYS/HELYX-OS,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/ENGYS_HELYX-OS.tar.gz,large,Java,6612979,0,156197,100685,33080,22432,0,1135,0,[],eu.engys.core.project.openfoamproject.log;eu.engys.util.loggerutil,False,False,False,True,False,False,True,True,"['log4j', 'slf4j']"
31166851,https://api.github.com/repos/antlr/codebuff,codebuff,antlr/codebuff,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/antlr_codebuff.tar.gz,large,Java,32777713,0,947712,495801,323851,128060,0,3814,0,[],java.lang.math.log,False,False,True,False,False,False,False,True,['jul']
3127830,https://api.github.com/repos/camunda/camunda-bpm-platform,camunda-bpm-platform,camunda/camunda-bpm-platform,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/camunda_camunda-bpm-platform.tar.gz,large,Java,39766615,0,1048722,638824,223264,186634,0,7376,0,[],org.camunda.bpm.application.impl.processapplicationlogger;org.camunda.bpm.container.impl.containerintegrationlogger;org.camunda.bpm.engine.impl.bpmn.behavior.bpmnbehaviorlogger;org.camunda.bpm.engine.impl.bpmn.parser.bpmnparselogger;org.camunda.bpm.engine.impl.cfg.configurationlogger;org.camunda.bpm.engine.impl.cfg.transactionlogger;org.camunda.bpm.engine.impl.cmd.commandlogger;org.camunda.bpm.engine.impl.cmmn.behavior.cmmnbehaviorlogger;org.camunda.bpm.engine.impl.cmmn.operation.cmmnoperationlogger;org.camunda.bpm.engine.impl.cmmn.transformer.cmmntransformerlogger;org.camunda.bpm.engine.impl.core.corelogger;org.camunda.bpm.engine.impl.db.enginepersistencelogger;org.camunda.bpm.engine.impl.digest.securitylogger;org.camunda.bpm.engine.impl.dmn.decisionlogger;org.camunda.bpm.engine.impl.externaltask.externaltasklogger;org.camunda.bpm.engine.impl.incident.incidentlogger;org.camunda.bpm.engine.impl.interceptor.contextlogger;org.camunda.bpm.engine.impl.jobexecutor.jobexecutorlogger;org.camunda.bpm.engine.impl.metrics.metricslogger;org.camunda.bpm.engine.impl.migration.migrationlogger;org.camunda.bpm.engine.impl.plugin.administratorauthorizationpluginlogger;org.camunda.bpm.engine.impl.processenginelogger;org.camunda.bpm.engine.impl.pvm.pvmlogger;org.camunda.bpm.engine.impl.scripting.scriptlogger;org.camunda.bpm.engine.impl.util.engineutillogger;org.camunda.bpm.identity.impl.ldap.util.ldappluginlogger;org.camunda.commons.logging.baselogger,True,False,True,False,False,False,False,True,"['acl', 'jul']"
31314107,https://api.github.com/repos/HellFirePvP/AstralSorcery,AstralSorcery,HellFirePvP/AstralSorcery,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/HellFirePvP_AstralSorcery.tar.gz,large,Java,5789713,0,145109,104251,19613,21245,0,1191,0,[],hellfirepvp.astralsorcery.common.util.log.logcategory;hellfirepvp.astralsorcery.common.util.log.logutil;mezz.jei.util.log,False,False,False,False,True,False,False,True,['log4j2']
31503656,https://api.github.com/repos/cityzendata/warp10-platform,warp10-platform,cityzendata/warp10-platform,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/cityzendata_warp10-platform.tar.gz,large,Java,5755916,0,170738,100757,39536,30445,0,1203,0,[],io.warp10.continuum.thrift.data.loggingevent;io.warp10.script.functions.math.log,False,False,True,False,False,False,True,True,"['jul', 'slf4j']"
3155624,https://api.github.com/repos/pplante/droidtowers,droidtowers,pplante/droidtowers,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/pplante_droidtowers.tar.gz,large,Java,12662223,0,354998,176219,134911,43868,0,2121,0,[],com.badlogic.gdx.utils.logger;net.sf.launch4j.log;org.apach3.commons.logging.impl.nooplog;org.apach3.commons.logging.log;org.apach3.commons.logging.logconfigurationexception;org.apach3.commons.logging.logfactory;org.apache.log.hierarchy;org.apache.log.logger,False,False,True,False,False,False,False,True,['jul']
31662364,https://api.github.com/repos/neuroph/neuroph,neuroph,neuroph/neuroph,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/neuroph_neuroph.tar.gz,large,Java,6307409,0,164385,102380,39000,23005,0,1268,0,[],org.neuroph.core.transfer.log,False,False,True,False,False,False,True,True,"['jul', 'slf4j']"
3173796,https://api.github.com/repos/eXist-db/exist,exist,eXist-db/exist,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/eXist-db_exist.tar.gz,large,Java,18471373,0,479966,310503,104749,64714,0,2446,0,[],org.exist.security.unixstylepermission.log,True,False,True,False,True,False,False,True,"['acl', 'jul', 'log4j2']"
32033,https://api.github.com/repos/webx/citrus,citrus,webx/citrus,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/webx_citrus.tar.gz,large,Java,8669676,0,241741,142034,59046,40661,0,1612,0,[],com.alibaba.citrus.logconfig.support.configurablelogger.level;com.alibaba.citrus.logconfig.support.configurablelogger.level.*;com.alibaba.citrus.logconfig.support.securitylogger;com.alibaba.citrus.webx.util.errorhandlerhelper.loggingdetail;com.alibaba.citrus.webx.util.errorhandlerhelper.loggingdetail.*;com.alibaba.citrus.webx.util.setloggingcontexthelper;freemarker.log.logger;org.apache.velocity.runtime.log.logchute,False,False,True,False,False,True,True,True,"['jul', 'logback', 'slf4j']"
