project_id,git_url,repo_name,owner_repo,repo_path,size,Name,Bytes,CodeBytes,Lines,Code,Comment,Blank,Complexity,Count,WeightedComplexity,Files,others,acl,androidlog,jul,log4j,log4j2,logback,slf4j,is_general,general_lus
10131764,https://api.github.com/repos/apache/incubator-flink,incubator-flink,apache/incubator-flink,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/apache_incubator-flink.tar.gz,vlarge,Java,54668052,0,1545255,935980,367291,241984,0,9341,0,[],com.esotericsoftware.minlog.log;com.esotericsoftware.minlog.log.logger;org.apache.flink.client.cli.clifrontendparser.logging_option;org.apache.flink.runtime.taskmanager.memorylogger;org.apache.flink.yarn.cli.flinkyarnsessioncli.config_file_logback_name,True,False,False,False,False,False,True,True,"['acl', 'slf4j']"
10245350,https://api.github.com/repos/IMS-MAXIMS/openMAXIMS,openMAXIMS,IMS-MAXIMS/openMAXIMS,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/IMS-MAXIMS_openMAXIMS.tar.gz,vlarge,Java,733978267,0,17576080,13779256,2551684,1245140,0,70129,0,[],ims.utils.logging,False,False,False,True,False,False,False,True,['log4j']
10435619,https://api.github.com/repos/Talend/tcommon-studio-se,tcommon-studio-se,Talend/tcommon-studio-se,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Talend_tcommon-studio-se.tar.gz,vlarge,Java,63421547,0,1734144,833218,716289,184637,0,6446,0,[],org.eclipse.m2m.atl.common.atllogger;org.eclipse.ui.internal.intro.impl.util.log;org.jfree.util.log;org.osgi.service.log.logservice,True,False,True,True,False,False,False,True,"['acl', 'jul', 'log4j']"
10475417,https://api.github.com/repos/jamesagnew/hapi-fhir,hapi-fhir,jamesagnew/hapi-fhir,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/jamesagnew_hapi-fhir.tar.gz,vlarge,Java,19577573,0,530295,370181,71159,88955,0,2701,0,[],ca.uhn.fhir.rest.client.interceptor.logginginterceptor;ca.uhn.fhir.rest.server.interceptor.logginginterceptor;org.hl7.fhir.r4.context.htmlclientlogger;org.hl7.fhir.r4.context.iworkercontext.iloggingservice.logcategory;org.hl7.fhir.r4.utils.client.toolingclientlogger;org.hl7.fhir.utilities.logger;org.hl7.fhir.utilities.logger.logmessagetype,False,False,False,False,False,True,True,True,"['logback', 'slf4j']"
10767720,https://api.github.com/repos/Geomatys/geotoolkit,geotoolkit,Geomatys/geotoolkit,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Geomatys_geotoolkit.tar.gz,vlarge,Java,50737947,0,1479966,702506,624605,152855,0,8060,0,[],org.apache.sis.util.logging.loggeradapter;org.apache.sis.util.logging.loggerfactory;org.apache.sis.util.logging.logging;org.apache.sis.util.logging.monolineformatter;org.apache.sis.util.logging.performancelevel;org.apache.sis.util.logging.warninglisteners;org.geotoolkit.coverage.io.gridcoveragestore.logger;org.geotoolkit.data.shapefile.shapefilefeaturestorefactory.logger;org.geotoolkit.geometry.jts.awt.abstractjtsgeometryj2d.logger;org.geotoolkit.image.io.mosaic.tile.logger;org.geotoolkit.image.io.warningproducer.logger;org.geotoolkit.internal.loggers;org.geotoolkit.resources.loggings;org.geotoolkit.util.logging.loggedformat;org.geotoolkit.util.logging.logproducer,False,False,True,False,False,False,False,True,['jul']
109070,https://api.github.com/repos/Teiid-Designer/teiid-designer,teiid-designer,Teiid-Designer/teiid-designer,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Teiid-Designer_teiid-designer.tar.gz,vlarge,Java,52676960,0,1410684,848083,379958,182643,0,6240,0,[],org.osgi.service.log.loglistener;org.teiid.core.designer.util.loggingutil;org.teiid.designer.core.util.startuplogger,False,False,True,False,False,False,False,True,['jul']
112280422,https://api.github.com/repos/kangjianwei/OpenJDK-11,OpenJDK-11,kangjianwei/OpenJDK-11,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/kangjianwei_OpenJDK-11.tar.gz,vlarge,Java,211233679,0,5189222,2889773,1835406,464043,0,16696,0,[],com.sun.jmx.defaults.jmxproperties.mbeanserver_logger;com.sun.jmx.defaults.jmxproperties.misc_logger;com.sun.jmx.defaults.jmxproperties.mlet_logger;com.sun.jmx.defaults.jmxproperties.modelmbean_logger;com.sun.jmx.defaults.jmxproperties.monitor_logger;com.sun.jmx.defaults.jmxproperties.relation_logger;com.sun.jmx.defaults.jmxproperties.timer_logger;com.sun.jmx.remote.util.classlogger;com.sun.tools.javac.util.log;com.sun.tools.javac.util.log.deferreddiagnostichandler;com.sun.tools.javac.util.log.diagnostichandler;com.sun.tools.javac.util.log.discarddiagnostichandler;com.sun.tools.javac.util.log.prefixkind;com.sun.tools.javac.util.log.writerkind;com.sun.tools.sjavac.log;com.sun.tools.sjavac.log.level;com.sun.tools.sjavac.log.level.error;com.sun.tools.sjavac.log.level.info;com.sun.tools.sjavac.server.log.lazyinitfilelog;com.sun.tools.sjavac.server.log.loggingoutputstream;java.lang.system.logger;java.lang.system.logger.level;java.lang.system.loggerfinder;jdk.internal.jline.internal.log;jdk.internal.logger.defaultloggerfinder;jdk.internal.logger.defaultloggerfinder.issystem;jdk.internal.logger.lazyloggers;jdk.internal.logger.lazyloggers.lazyloggeraccessor;jdk.internal.logger.localizedloggerwrapper;jdk.internal.logger.loggerfinderloader;jdk.internal.logger.loggerwrapper;jdk.internal.logger.surrogatelogger;jdk.internal.logger.surrogatelogger.isfilteredframe;jdk.internal.module.illegalaccesslogger;jdk.internal.net.http.common.log;jdk.internal.net.http.common.logger;jdk.internal.net.http.hpack.hpack.logger;jdk.internal.net.http.hpack.hpack.logger.level;jdk.internal.net.http.hpack.hpack.logger.level.extra;jdk.internal.net.http.hpack.hpack.logger.level.none;jdk.internal.net.http.hpack.hpack.logger.level.normal;jdk.jfr.internal.logger;jdk.nashorn.internal.runtime.logging.debuglogger;jdk.nashorn.internal.runtime.logging.debuglogger.quote;jdk.nashorn.internal.runtime.logging.loggable;jdk.nashorn.internal.runtime.logging.logger;jdk.nashorn.internal.runtime.options.loggingoption;jdk.nashorn.internal.runtime.options.loggingoption.loggerinfo;org.graalvm.compiler.debug.debugoptions.log;org.graalvm.compiler.hotspot.amd64.amd64hotspotmathintrinsicop.intrinsicopcode.log;org.graalvm.compiler.lir.amd64.amd64mathintrinsicunaryop.unaryintrinsicopcode.log;org.graalvm.compiler.replacements.log;org.graalvm.compiler.replacements.log.log_object;org.graalvm.compiler.replacements.log.log_primitive;org.graalvm.compiler.replacements.log.log_printf;org.graalvm.compiler.replacements.nodes.unarymathintrinsicnode.unaryoperation.log;sun.awt.util.performancelogger;sun.rmi.log.loghandler;sun.rmi.log.reliablelog;sun.rmi.runtime.log;sun.security.ssl.ssllogger;sun.tools.jstat.jstatlogger;sun.util.logging.internal.loggingproviderimpl;sun.util.logging.platformlogger;sun.util.logging.platformlogger.configurablebridge.loggerconfiguration,False,False,True,False,False,False,False,True,['jul']
11464591,https://api.github.com/repos/OpenRock/OpenAM,OpenAM,OpenRock/OpenAM,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/OpenRock_OpenAM.tar.gz,vlarge,Java,79698418,0,1853252,1178742,491621,182889,0,8822,0,[],com.iplanet.dpro.session.service.sessionlogging;com.iplanet.log.connectionexception;com.iplanet.log.driverloadexception;com.iplanet.log.nulllocationexception;com.sun.identity.diagnostic.base.core.log.impl.tooloutputfactory;com.sun.identity.diagnostic.base.core.log.itooloutput;com.sun.identity.diagnostic.base.core.log.tooloutputmanager;com.sun.identity.entitlement.log.elogrecord;com.sun.identity.entitlement.log.loggerfactory;com.sun.identity.entitlement.opensso.openssologger;com.sun.identity.entitlement.opensso.openssologger.loglevel.error;com.sun.identity.entitlement.opensso.openssologger.loglevel.message;com.sun.identity.entitlement.opensso.openssologger.message.attempt_remove_resource_type;com.sun.identity.entitlement.opensso.openssologger.message.attempt_save_resource_type;com.sun.identity.entitlement.opensso.openssologger.message.failed_remove_resource_type;com.sun.identity.entitlement.opensso.openssologger.message.failed_save_resource_type;com.sun.identity.entitlement.opensso.openssologger.message.succeeded_remove_resource_type;com.sun.identity.entitlement.opensso.openssologger.message.succeeded_save_resource_type;com.sun.identity.install.tools.configurator.installlogger;com.sun.identity.log.amlogexception;com.sun.identity.log.handlers.loggingthread;com.sun.identity.log.handlers.securefilehandler;com.sun.identity.log.ilogrecord;com.sun.identity.log.level;com.sun.identity.log.logconstants;com.sun.identity.log.logger;com.sun.identity.log.logmanager;com.sun.identity.log.logmanagerutil;com.sun.identity.log.logquery;com.sun.identity.log.logreader;com.sun.identity.log.logrecord;com.sun.identity.log.messageid.logmessageconstants.xml_datainfo_tag_name;com.sun.identity.log.messageid.logmessageid;com.sun.identity.log.messageid.logmessageprovider;com.sun.identity.log.messageid.logmessageproviderbase;com.sun.identity.log.messageid.messageproviderfactory;com.sun.identity.log.queryelement;com.sun.identity.log.s1is.logconfigreader;com.sun.identity.log.s1is.logssotokendetails;com.sun.identity.log.secure.logsign;com.sun.identity.log.secure.logverifier;com.sun.identity.log.secure.macgenerator;com.sun.identity.log.secure.secureloghelper;com.sun.identity.log.secure.verifierlist;com.sun.identity.log.service.agentlogparser.logextracts;com.sun.identity.log.spi.archiver;com.sun.identity.log.spi.authorizer;com.sun.identity.log.spi.debug;com.sun.identity.log.spi.igenerator;com.sun.identity.log.spi.itimestampgenerator;com.sun.identity.log.spi.token;com.sun.identity.log.spi.verifieraction;com.sun.identity.log.util.logfilefilter;com.sun.identity.log.util.logrecordsorter;com.sun.identity.monitoring.ssoserverlogginghdlrentryimpl;com.sun.identity.monitoring.ssoserverloggingsvcimpl;com.sun.identity.plugin.log.logexception;com.sun.identity.plugin.log.logger;com.sun.identity.plugin.log.logmanager;com.sun.identity.saml2.logging.logutil;com.sun.identity.wsfederation.logging.logutil;org.apache.cxf.interceptor.loggingininterceptor;org.apache.cxf.interceptor.loggingoutinterceptor;org.forgerock.openam.oauth2.oauth2auditlogger;org.forgerock.openam.radius.server.audit.radiusauditloggereventbus;org.forgerock.openam.rest.authz.loggingauthzmodule;org.forgerock.openam.rest.fluent.crestloggingfilter;org.forgerock.openam.saml2.audit.saml2eventlogger;org.forgerock.openam.uma.audit.umaauditlogger,False,False,True,False,False,False,True,True,"['jul', 'slf4j']"
11467439,https://api.github.com/repos/Unidata/awips2,awips2,Unidata/awips2,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Unidata_awips2.tar.gz,vlarge,Java,56998783,0,1718382,925600,583304,209478,0,7485,0,[],com.raytheon.uf.common.logback.appender.jmsqueueappender;com.raytheon.uf.common.status.producteditorlogger;com.raytheon.uf.edex.database.purge.purgelogger;java.lang.math.log;org.apache.cxf.interceptor.loggingininterceptor;org.apache.cxf.interceptor.loggingoutinterceptor,True,False,False,True,False,True,True,True,"['acl', 'log4j', 'logback', 'slf4j']"
11598286,https://api.github.com/repos/Talend/tdi-studio-se,tdi-studio-se,Talend/tdi-studio-se,/home/local/SAIL/kundi/BACKUP/dataset/GitJavaLoggingRepos/Talend_tdi-studio-se.tar.gz,vlarge,Java,115140516,0,2917225,1591461,957531,368233,0,13527,0,[],org.apache.axis.components.logger.logfactory;org.apache.cxf.common.logging.logutils;org.apache.cxf.interceptor.loggingininterceptor;org.apache.cxf.interceptor.loggingoutinterceptor;org.talend.logging.audit.auditevent;org.talend.logging.audit.auditloggerfactory;org.talend.logging.audit.context;org.talend.logging.audit.contextbuilder;org.talend.logging.audit.eventauditlogger;org.talend.logging.audit.impl.abstractbackend;org.talend.logging.audit.impl.auditconfiguration;org.talend.logging.audit.impl.auditconfigurationmap;org.talend.logging.audit.impl.auditloggerbase;org.talend.logging.audit.impl.defaultauditloggerbase;org.talend.logging.audit.impl.proxyeventauditlogger;org.talend.logging.audit.loglevel;org.talend.sdk.component.studio.logging.jultoosgihandler,True,False,True,True,False,False,True,True,"['acl', 'jul', 'log4j', 'slf4j']"
